20240819_f1_angle,20240819_f2_angle,20240819_f3_angle,20240819_f4_angle,20240819_f5_angle,20240819_f6_angle,20240819_f7_angle,20240819_f8_angle,20240819_f9_angle,20240819_f10_angle,20240819_f11_angle,20240819_f12_angle,20240819_f13_angle,20240819_f14_angle,20240819_f15_angle,20240819_f16_angle,20240819_f17_angle,20240819_f18_angle,20240819_f19_angle,20240819_f20_angle,angle_average,angle_upper,angle_lower,Time [s]
-48,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-46,-45,-47,-46,-46,-46,-45,-47,-46.0,-44,-48,1.59
-48,-48,-46,-46,-47,-47,-46,-46,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-47,-45.95,-44,-48,1.6
-48,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-46,-44,-47,-46,-46,-46,-45,-47,-45.95,-44,-48,1.61
-48,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-47,-45.9,-44,-48,1.62
-47,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-46,-45.8,-44,-48,1.63
-47,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-46,-45.8,-44,-48,1.64
-47,-48,-46,-46,-47,-47,-46,-45,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-46,-45.8,-44,-48,1.65
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-46,-44,-45,-44,-47,-46,-46,-46,-45,-46,-45.7,-44,-48,1.66
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-46,-45,-46,-45.6,-44,-48,1.67
-46,-48,-45,-45,-46,-46,-45,-45,-44,-44,-45,-44,-45,-44,-47,-46,-45,-45,-45,-46,-45.3,-44,-48,1.68
-46,-47,-45,-45,-46,-46,-45,-45,-44,-44,-45,-43,-45,-43,-46,-45,-45,-45,-45,-46,-45.05,-43,-47,1.69
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,1.7
-45,-47,-44,-44,-45,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.6,-43,-47,1.71
-45,-47,-44,-44,-45,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.45,-43,-47,1.72
-45,-46,-44,-44,-45,-45,-44,-44,-43,-44,-44,-42,-44,-43,-45,-44,-45,-44,-44,-45,-44.2,-42,-46,1.73
-44,-46,-44,-43,-45,-45,-44,-43,-43,-43,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-43.85,-42,-46,1.74
-44,-46,-43,-43,-44,-44,-44,-43,-43,-43,-43,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.6,-42,-46,1.75
-44,-46,-43,-43,-44,-44,-43,-43,-42,-43,-43,-42,-43,-42,-45,-44,-44,-44,-43,-44,-43.45,-42,-46,1.76
-43,-45,-43,-43,-44,-44,-43,-43,-42,-43,-43,-42,-43,-42,-44,-43,-44,-43,-43,-43,-43.15,-42,-45,1.77
-43,-45,-43,-43,-44,-44,-43,-42,-42,-43,-43,-41,-43,-42,-44,-43,-44,-43,-43,-43,-43.05,-41,-45,1.78
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-43,-41,-43,-41,-44,-43,-43,-43,-43,-43,-42.9,-41,-45,1.79
-43,-45,-43,-42,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.8,-41,-45,1.8
-43,-45,-43,-42,-44,-43,-43,-42,-42,-42,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.7,-41,-45,1.81
-43,-45,-43,-42,-44,-43,-43,-42,-42,-43,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.75,-41,-45,1.82
-43,-45,-43,-42,-44,-43,-43,-42,-42,-42,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.7,-41,-45,1.83
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.85,-41,-45,1.84
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.8,-41,-45,1.85
-43,-45,-43,-43,-44,-43,-43,-42,-42,-42,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.75,-41,-45,1.86
-43,-45,-43,-42,-44,-43,-43,-42,-42,-43,-42,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.75,-41,-45,1.87
-43,-45,-43,-42,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.8,-41,-45,1.88
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.85,-41,-45,1.89
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.85,-41,-45,1.9
-43,-45,-43,-42,-44,-43,-43,-42,-42,-43,-42,-41,-42,-42,-44,-43,-43,-43,-43,-43,-42.8,-41,-45,1.91
-43,-45,-43,-43,-44,-43,-43,-42,-42,-43,-43,-41,-42,-41,-44,-43,-43,-43,-43,-43,-42.85,-41,-45,1.92
-43,-45,-43,-43,-44,-44,-43,-42,-42,-43,-43,-41,-43,-42,-44,-43,-43,-43,-43,-43,-43.0,-41,-45,1.93
-43,-45,-43,-43,-44,-44,-43,-42,-42,-43,-43,-41,-42,-42,-44,-43,-43,-43,-43,-43,-42.95,-41,-45,1.94
-43,-46,-43,-43,-44,-44,-43,-42,-42,-43,-43,-41,-43,-42,-44,-43,-43,-43,-43,-43,-43.05,-41,-46,1.95
-44,-46,-43,-43,-44,-44,-43,-42,-42,-43,-43,-41,-43,-42,-44,-43,-43,-43,-43,-43,-43.1,-41,-46,1.96
-44,-46,-43,-43,-44,-44,-43,-43,-42,-43,-43,-41,-43,-42,-44,-43,-44,-43,-43,-43,-43.2,-41,-46,1.97
-44,-46,-43,-43,-44,-44,-43,-43,-42,-43,-43,-42,-43,-42,-44,-43,-44,-43,-43,-43,-43.25,-42,-46,1.98
-44,-46,-43,-43,-45,-44,-43,-43,-42,-43,-43,-42,-43,-42,-44,-43,-44,-43,-43,-43,-43.3,-42,-46,1.99
-44,-46,-43,-43,-45,-44,-43,-43,-42,-43,-43,-42,-43,-42,-44,-43,-44,-43,-43,-43,-43.3,-42,-46,2.0
-44,-46,-43,-43,-45,-44,-43,-43,-43,-43,-43,-42,-43,-42,-45,-43,-44,-44,-43,-44,-43.5,-42,-46,2.01
-45,-46,-44,-44,-45,-44,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.85,-42,-46,2.02
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.03
-45,-47,-44,-44,-45,-45,-44,-43,-43,-44,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-44.0,-42,-47,2.04
-45,-47,-44,-44,-45,-45,-44,-43,-43,-44,-44,-42,-44,-43,-45,-44,-44,-44,-44,-44,-44.1,-42,-47,2.05
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-42,-44,-43,-45,-44,-45,-44,-44,-44,-44.25,-42,-47,2.06
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-45,-44,-45,-44,-44,-45,-44.35,-43,-47,2.07
-46,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.55,-43,-47,2.08
-46,-47,-44,-45,-46,-45,-44,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.65,-43,-47,2.09
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.8,-43,-47,2.1
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.11
-46,-48,-45,-45,-46,-46,-45,-44,-44,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.95,-43,-48,2.12
-46,-48,-45,-45,-46,-46,-45,-44,-44,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.95,-43,-48,2.13
-46,-48,-45,-45,-46,-46,-45,-45,-44,-44,-45,-43,-45,-43,-46,-45,-45,-45,-45,-45,-45.05,-43,-48,2.14
-46,-48,-45,-45,-47,-46,-45,-45,-44,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-46,-45.25,-44,-48,2.15
-46,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-46,-46,-46,-45,-45,-46,-45.4,-44,-48,2.16
-46,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-46,-46,-46,-45,-45,-46,-45.4,-44,-48,2.17
-47,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-46,-46,-46,-45,-45,-46,-45.45,-44,-48,2.18
-47,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.5,-44,-48,2.19
-47,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.5,-44,-48,2.2
-47,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.5,-44,-48,2.21
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.22
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.23
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.24
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.25
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.26
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.27
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.28
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.29
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.3
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.31
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.32
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.33
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.34
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.35
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.36
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.37
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.38
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.39
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.4
-47,-48,-45,-45,-47,-47,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.6,-44,-48,2.41
-47,-48,-45,-45,-47,-46,-45,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.5,-44,-48,2.42
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.43
-47,-48,-45,-45,-47,-46,-46,-45,-44,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.55,-44,-48,2.44
-47,-48,-45,-45,-47,-46,-45,-45,-43,-45,-45,-44,-45,-44,-47,-46,-46,-45,-45,-46,-45.45,-43,-48,2.45
-47,-48,-45,-45,-47,-46,-45,-45,-43,-45,-45,-44,-45,-44,-47,-46,-45,-45,-45,-46,-45.4,-43,-48,2.46
-47,-48,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-46,-45,-45,-45,-46,-45.25,-43,-48,2.47
-46,-48,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-46,-45,-45,-45,-46,-45.2,-43,-48,2.48
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-43,-46,-46,-45,-45,-45,-46,-45.1,-43,-47,2.49
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-43,-45,-43,-46,-46,-45,-45,-45,-45,-45.0,-43,-47,2.5
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-45,-43,-46,-46,-45,-45,-45,-45,-44.95,-43,-47,2.51
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.52
-46,-47,-44,-44,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.7,-43,-47,2.53
-46,-47,-44,-44,-46,-45,-45,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.6,-43,-47,2.54
-46,-47,-44,-44,-46,-45,-45,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.6,-43,-47,2.55
-45,-47,-44,-44,-45,-45,-45,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-44,-44,-45,-44.45,-43,-47,2.56
-45,-47,-44,-44,-45,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-44,-44,-44,-45,-44.35,-43,-47,2.57
-45,-46,-44,-44,-45,-45,-44,-44,-43,-44,-44,-42,-44,-43,-46,-45,-44,-44,-44,-45,-44.25,-42,-46,2.58
-45,-46,-44,-44,-45,-45,-44,-44,-43,-43,-44,-42,-44,-43,-45,-45,-44,-44,-44,-44,-44.1,-42,-46,2.59
-45,-46,-44,-44,-45,-45,-44,-44,-43,-43,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-44.0,-42,-46,2.6
-45,-46,-44,-44,-45,-45,-44,-44,-43,-43,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-44.0,-42,-46,2.61
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-43.95,-42,-46,2.62
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.63
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-43,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.85,-42,-46,2.64
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-43,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.85,-42,-46,2.65
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.66
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.67
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.68
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-43,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.85,-42,-46,2.69
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.7
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.71
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.72
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.73
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.74
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.75
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.76
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-43,-42,-45,-44,-44,-44,-44,-44,-43.9,-42,-46,2.77
-45,-46,-44,-44,-45,-45,-44,-43,-43,-43,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-43.95,-42,-46,2.78
-45,-46,-44,-44,-45,-45,-44,-44,-43,-44,-44,-42,-44,-42,-45,-44,-44,-44,-44,-44,-44.05,-42,-46,2.79
-45,-47,-44,-44,-45,-45,-44,-43,-43,-44,-44,-42,-44,-43,-45,-44,-44,-44,-44,-44,-44.1,-42,-47,2.8
-45,-47,-44,-44,-45,-45,-44,-44,-43,-44,-44,-43,-44,-43,-45,-44,-44,-44,-44,-44,-44.2,-43,-47,2.81
-45,-47,-44,-44,-45,-45,-44,-44,-43,-44,-44,-42,-44,-43,-45,-44,-44,-44,-44,-44,-44.15,-42,-47,2.82
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-45,-44,-44,-44,-44,-44,-44.25,-43,-47,2.83
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-45,-44,-45,-44,-44,-44,-44.3,-43,-47,2.84
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-44,-45,-44,-44,-45,-44.4,-43,-47,2.85
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-44,-44,-45,-44.45,-43,-47,2.86
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-44,-44,-45,-44.45,-43,-47,2.87
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-44,-44,-45,-44.45,-43,-47,2.88
-45,-47,-44,-44,-46,-45,-44,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-44,-44,-45,-44.45,-43,-47,2.89
-46,-47,-44,-45,-46,-45,-45,-44,-43,-44,-44,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.65,-43,-47,2.9
-46,-47,-44,-44,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.7,-43,-47,2.91
-46,-47,-44,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-44,-45,-44.75,-43,-47,2.92
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.93
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.94
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.95
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-44,-43,-46,-45,-45,-45,-45,-45,-44.85,-43,-47,2.96
-46,-47,-45,-45,-46,-46,-45,-44,-43,-44,-45,-43,-45,-43,-46,-45,-45,-45,-45,-45,-44.9,-43,-47,2.97
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-43,-45,-43,-46,-45,-45,-45,-45,-45,-44.95,-43,-47,2.98
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-43,-45,-43,-46,-45,-45,-45,-45,-45,-44.95,-43,-47,2.99
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-43,-45,-44,-46,-45,-45,-45,-45,-45,-45.0,-43,-47,3.0
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-45,-45.05,-43,-47,3.01
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-46,-45.1,-43,-47,3.02
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-46,-45.1,-43,-47,3.03
-46,-48,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-48,3.04
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.15,-43,-47,3.05
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-46,-45.15,-43,-47,3.06
-46,-48,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.25,-43,-48,3.07
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.08
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.09
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.1
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.11
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.12
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.13
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.14
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.15
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.16
-46,-47,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.2,-43,-47,3.17
-46,-48,-45,-45,-47,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.25,-43,-48,3.18
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.15,-43,-47,3.19
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-47,-45,-45,-45,-45,-46,-45.15,-43,-47,3.2
-46,-47,-45,-45,-46,-46,-45,-45,-43,-44,-45,-44,-45,-44,-46,-45,-45,-45,-45,-46,-45.1,-43,-47,3.21
